t,bead0x,bead0y,bead0z,bead1x,bead1y,bead1z,omega0,omega1,omega2,omega3,omega4,policy,input0,input1,rot
116.524,0.311969,0.706868,0.546306,0.671351,0.731941,0.455583,0.997881,-0.636875,0.71459,0.951375,-0.999204,3,0,1,3
116.822,0.314138,0.705736,0.533752,0.681792,0.722266,0.440663,0.999328,0.0727211,-0.37684,0.986358,-0.998958,3,0,1,3
117.118,0.317584,0.70905,0.527817,0.689579,0.712431,0.457394,0.99893,-0.0712567,0.310731,0.978247,-0.998385,3,0,1,3
117.415,0.323084,0.709452,0.515347,0.697359,0.702427,0.465285,0.999199,0.559031,0.689218,0.971745,-0.993244,3,0,1,3
117.685,0.328753,0.715428,0.50937,0.701314,0.695101,0.464788,0.999836,0.985442,0.710616,0.968173,-0.856947,3,0,1,3
117.975,0.337486,0.717813,0.483924,0.705148,0.692923,0.481063,0.99474,0.999276,0.560721,-0.596391,0.999552,3,0,1,3
118.272,0.345339,0.727043,0.4645,0.711757,0.692459,0.507036,0.581922,0.997836,0.992874,-0.968253,0.999943,3,0,1,3
118.569,0.340811,0.726635,0.463562,0.707697,0.699974,0.515914,0.538496,0.996926,0.990398,-0.9818,0.99984,3,0,1,3
118.867,0.332298,0.727211,0.468706,0.703027,0.703521,0.507475,0.813609,0.998515,0.992072,-0.972957,0.99929,3,0,1,3
119.167,0.321282,0.722991,0.480622,0.693807,0.711379,0.506091,0.940858,0.999172,0.919518,-0.948854,0.994462,3,0,1,3
119.465,0.31536,0.720397,0.50025,0.686816,0.716702,0.48877,0.999234,0.986127,0.681512,0.508627,-0.899035,3,0,1,3
119.757,0.307952,0.717759,0.512386,0.678893,0.72637,0.473003,0.999669,0.907546,0.886088,0.707978,-0.999468,3,0,1,3
120.022,0.310032,0.713721,0.519565,0.676962,0.728869,0.488634,0.998721,0.256372,0.950986,0.773177,-0.998223,3,0,1,3
120.319,0.317565,0.715438,0.520963,0.681476,0.729565,0.506546,0.996769,0.662674,0.410193,0.838886,-0.997388,3,0,1,3
120.615,0.324219,0.714779,0.508808,0.685179,0.719842,0.519701,-0.489557,0.944915,0.293466,-0.440784,0.454616,3,0,1,3
120.949,0.330629,0.718495,0.496303,0.690243,0.719089,0.522185,-0.328825,0.997214,-0.932654,-0.906191,0.999001,3,0,1,3
121.211,0.327692,0.719059,0.489109,0.689754,0.715937,0.520413,-0.138902,0.998063,-0.683725,-0.953313,0.998813,3,0,1,3
121.506,0.319452,0.715884,0.480883,0.684602,0.716974,0.526062,-0.0735828,0.998068,0.924885,-0.984154,0.993164,3,0,1,3
121.804,0.311344,0.711785,0.486684,0.677341,0.722265,0.509561,0.850814,0.998092,0.00582909,-0.916261,0.606331,3,0,1,3
122.1,0.304552,0.706822,0.492641,0.67018,0.727914,0.500651,0.995084,0.985701,-0.287233,0.0954022,-0.999945,3,0,1,3
122.365,0.297994,0.707512,0.505135,0.665276,0.731635,0.492029,0.998293,0.782967,0.977761,0.571479,-0.999967,3,0,1,3
122.665,0.300124,0.703488,0.512408,0.662411,0.730439,0.489889,0.997282,0.232423,0.989214,0.591913,-0.999969,3,0,1,3
122.959,0.306539,0.706348,0.513231,0.667859,0.729675,0.491974,0.998229,0.322847,0.97007,0.689828,-0.999837,3,0,1,3
123.256,0.3145,0.710399,0.507483,0.66937,0.721818,0.505049,0.991862,0.789827,0.838008,0.539301,-0.997172,3,0,1,3
123.555,0.320829,0.714116,0.494823,0.676828,0.719094,0.507821,0.60582,0.992626,-0.325589,-0.762568,0.916222,3,0,1,3
123.849,0.327692,0.719059,0.489109,0.677961,0.715836,0.529572,-0.5829,0.995646,0.63689,-0.970161,0.998927,3,0,1,3
124.148,0.322675,0.717189,0.481627,0.674846,0.712107,0.541371,-0.542372,0.994079,0.989336,-0.98804,0.993829,3,0,1,3
124.481,0.314071,0.711878,0.480334,0.666762,0.711609,0.537423,-0.382174,0.994427,0.997714,-0.992071,0.976823,3,0,1,3
124.741,0.303947,0.705323,0.486097,0.660394,0.715823,0.521614,0.0504536,0.990338,0.998794,-0.971028,0.717861,3,0,1,3
125.003,0.297814,0.697967,0.48572,0.650766,0.717891,0.532111,0.123832,0.987729,0.999349,-0.950652,0.284047,3,0,1,3
125.303,0.292496,0.693907,0.485545,0.646178,0.719937,0.508914,0.978463,0.922363,0.999067,-0.122736,-0.99988,3,0,1,3
125.697,0.287831,0.691404,0.491891,0.639655,0.728805,0.501243,0.988873,0.651226,0.994771,0.560806,-0.999997,3,0,1,3
125.998,0.290497,0.695408,0.498363,0.644872,0.728038,0.503595,0.982131,0.418659,0.997021,0.434859,-0.999997,3,0,1,3
126.292,0.296029,0.701488,0.491713,0.649971,0.727047,0.497836,0.995636,0.907198,0.990967,0.440295,-0.999988,3,0,1,3
126.588,0.304477,0.706547,0.493131,0.655978,0.722361,0.506734,0.92825,0.976929,0.992324,-0.376759,-0.999909,3,0,1,3
126.887,0.312201,0.708571,0.494032,0.657554,0.721664,0.51446,-0.000505006,0.992029,0.983073,-0.900655,-0.954184,3,0,1,3
127.186,0.312509,0.710651,0.487193,0.660603,0.718423,0.507487,0.74203,0.994653,0.98814,-0.918301,-0.116927,3,0,1,3
127.448,0.312423,0.714452,0.500217,0.657554,0.714607,0.51963,-0.515943,0.930413,0.999633,-0.895602,0.682967,3,0,1,3
127.749,0.310882,0.713228,0.506915,0.657196,0.716872,0.498171,0.996684,0.813556,0.998895,0.214309,-0.987863,3,0,1,3
128.041,0.306822,0.708401,0.506518,0.650696,0.718598,0.495826,0.997533,0.82189,0.998318,0.229147,-0.999406,3,0,1,3
128.339,0.305952,0.711595,0.499272,0.651982,0.717626,0.495789,0.997863,0.92606,0.998272,0.162831,-0.998823,3,0,1,3
128.637,0.308944,0.711075,0.506322,0.653113,0.714038,0.510049,0.867641,0.68892,0.999709,-0.271845,-0.984639,3,0,1,3
128.932,0.315075,0.711853,0.513954,0.656947,0.713979,0.504298,0.928133,0.86698,-0.797511,-0.117448,1,3,0,1,0
129.232,0.317425,0.716326,0.507504,0.658769,0.709114,0.511189,0.916398,0.798915,-0.814095,-0.134646,1,3,0,1,0
129.532,0.314149,0.714783,0.50718,0.65902,0.711973,0.505164,0.918111,0.849372,-0.800574,-0.134036,1,3,0,1,0
129.79,0.31498,0.711598,0.514345,0.655183,0.712036,0.510906,0.926511,0.830839,-0.811245,-0.118537,1,3,0,1,0
130.087,0.309065,0.709951,0.520249,0.647689,0.714744,0.50815,0.934949,0.887088,-0.79475,-0.0988991,1,3,0,1,0
130.383,0.304519,0.703936,0.513072,0.64454,0.720614,0.501245,0.931985,0.938259,-0.778463,-0.0869954,1,3,0,1,0
130.686,0.303027,0.702745,0.519734,0.639737,0.724337,0.492298,0.946618,0.966699,-0.738082,-0.04466,1,3,0,1,0
130.982,0.302236,0.699494,0.519622,0.638404,0.732537,0.486817,0.953602,0.980503,-0.718712,-0.00964794,1,3,0,1,0
131.275,0.296159,0.691971,0.51985,0.63452,0.742619,0.47272,0.965765,0.992438,-0.671436,0.0686394,1,3,0,1,0
131.671,0.294216,0.689829,0.519297,0.628718,0.74766,0.47163,0.966249,0.99413,-0.687355,0.0741906,1,3,0,1,0
131.968,0.292532,0.682746,0.520242,0.622406,0.746548,0.48372,0.958757,0.9929,-0.737276,0.0410421,1,3,0,1,0
132.232,0.290933,0.679946,0.533072,0.618775,0.749564,0.483045,0.9687,0.994952,-0.758836,0.0759942,1,3,0,1,0
132.532,0.28989,0.674494,0.540197,0.613634,0.747454,0.495169,0.966912,0.993966,-0.803809,0.0643545,1,3,0,1,0
132.826,0.284761,0.66671,0.527659,0.607471,0.753674,0.509493,0.948353,0.992794,-0.842686,0.0287913,1,3,0,1,0
133.123,0.282581,0.662089,0.535045,0.601221,0.752521,0.521171,0.94803,0.991444,-0.874604,0.0333495,1,3,0,1,0
133.42,0.278217,0.65774,0.521936,0.594723,0.754269,0.51881,0.928358,0.992098,-0.866335,0.018245,1,3,0,1,0
133.75,0.27728,0.652588,0.528861,0.591789,0.7531,0.516959,0.938692,0.993117,-0.872278,0.0268363,1,3,0,1,0
134.015,0.273509,0.649563,0.522478,0.586299,0.750842,0.521138,0.920709,0.991932,-0.872717,0.0134314,1,3,0,1,0
134.315,0.270512,0.650093,0.51538,0.582299,0.753668,0.512863,0.91363,0.993288,-0.861078,0.00356329,1,3,0,1,0
134.575,0.268601,0.647891,0.515349,0.57746,0.754542,0.518409,0.903883,0.992707,-0.870682,-0.00286182,1,3,0,1,0
134.873,0.263555,0.645681,0.508804,0.57323,0.754318,0.516543,0.882159,0.992571,-0.869627,-0.0345853,1,3,0,1,0
135.169,0.264509,0.640862,0.52304,0.568989,0.754091,0.514693,0.916336,0.993946,-0.872578,-0.00198958,1,3,0,1,0
135.466,0.263623,0.635474,0.530628,0.562068,0.751505,0.503906,0.932893,0.995455,-0.871109,-0.00791867,1,3,0,1,0
135.765,0.260412,0.631757,0.538305,0.557349,0.749355,0.515854,0.927834,0.994295,-0.890233,0.00372327,1,3,0,1,0
136.059,0.258571,0.631107,0.531858,0.553482,0.751018,0.500321,0.928251,0.995809,-0.870664,-0.0433211,1,3,0,1,0
136.356,0.259347,0.620573,0.540397,0.547208,0.748529,0.497251,0.935255,0.996459,-0.888977,-0.0747924,1,3,0,1,0
136.652,0.25635,0.620696,0.534091,0.541294,0.747318,0.509221,0.911923,0.995041,-0.883018,-0.0642174,1,3,0,1,0
136.918,0.257914,0.613456,0.542448,0.537418,0.74593,0.500128,0.925387,0.996317,-0.896435,-0.114865,1,3,0,1,0
137.223,0.254566,0.60621,0.536751,0.531137,0.746514,0.490602,0.916018,0.997221,-0.889573,-0.303574,1,3,0,1,0
137.549,0.253798,0.600954,0.544647,0.524396,0.742004,0.501795,0.903859,0.996365,-0.904446,-0.234506,1,3,0,1,0
137.809,0.254187,0.594929,0.552434,0.516018,0.743405,0.484513,0.931511,0.998316,-0.901831,-0.525119,1,3,0,1,0
138.106,0.252817,0.589792,0.547216,0.505896,0.741894,0.495127,0.88662,0.997312,-0.908995,-0.46273,1,3,0,1,0
138.404,0.252653,0.583513,0.54262,0.497205,0.740043,0.484843,0.892923,0.998236,-0.892763,-0.687544,1,3,0,1,0
138.7,0.254938,0.579982,0.549948,0.488063,0.742484,0.475165,0.942918,0.998968,-0.905422,-0.771422,1,3,0,1,0
139,0.253587,0.574785,0.544805,0.474736,0.742827,0.477902,0.906432,0.998707,-0.911725,-0.813327,1,3,0,1,0
139.299,0.253999,0.568854,0.552768,0.461146,0.745089,0.466615,0.949542,0.999377,-0.926222,-0.9103,0.999999,3,0,1,0
139.557,0.254469,0.564515,0.553905,0.450033,0.743245,0.470286,0.924678,0.999202,-0.935469,-0.916192,0.999999,3,0,1,0
139.852,0.254354,0.558179,0.549532,0.433194,0.740823,0.465233,0.91349,0.99956,-0.936469,-0.973487,0.999998,3,0,1,0
140.152,0.254155,0.552094,0.54437,0.421022,0.740004,0.468878,0.810273,0.999372,-0.934134,-0.981815,0.999999,3,0,1,0
140.449,0.255772,0.546921,0.545477,0.406491,0.741186,0.472097,0.66838,0.99909,-0.936061,-0.980663,0.999999,3,0,1,0
140.748,0.258692,0.540387,0.547942,0.392824,0.739918,0.468771,0.792316,0.999563,-0.944016,-0.984213,0.999998,3,0,1,0
141.043,0.261031,0.535217,0.52929,0.379509,0.739934,0.472654,0.0153101,0.998585,-0.939272,-0.983848,1,3,0,1,0
141.34,0.263798,0.52748,0.538094,0.36741,0.738099,0.469214,0.446788,0.999425,-0.948848,-0.980016,1,3,0,1,0
141.638,0.266014,0.519326,0.533512,0.355651,0.732556,0.473676,0.0765344,0.998937,-0.954486,-0.968408,1,3,0,1,0
142,0.27209,0.515775,0.527993,0.345628,0.727245,0.485702,-0.395403,0.994452,-0.957542,-0.896898,1,3,0,1,0
142.299,0.276229,0.509993,0.522501,0.33753,0.723425,0.49073,-0.508466,0.99235,-0.954341,-0.86565,1,3,0,1,0
142.599,0.278166,0.500808,0.504812,0.330097,0.717063,0.489644,-0.628296,0.995515,-0.949233,-0.924903,1,3,0,1,0
142.892,0.280591,0.49217,0.500887,0.324287,0.711873,0.481965,-0.58286,0.998171,-0.971458,-0.964731,1,3,0,1,0
143.187,0.283504,0.48579,0.502769,0.316954,0.705665,0.480882,-0.157366,0.999165,-0.987051,-0.973039,0.999998,3,0,1,0
143.518,0.286809,0.475236,0.505312,0.309439,0.698933,0.480654,0.794488,0.999692,-0.998012,-0.950861,0.999748,3,0,1,0
143.782,0.288959,0.472179,0.492527,0.302049,0.69241,0.480297,0.833813,0.999553,-0.999307,-0.984391,0.992407,3,0,1,0
144.082,0.293072,0.471479,0.49947,0.296951,0.69437,0.486162,0.832567,0.999412,-0.999262,-0.952631,0.991858,3,0,1,0
144.343,0.295171,0.468602,0.485841,0.29104,0.692719,0.492497,0.809435,0.997665,-0.998908,-0.987987,0.809539,3,0,1,0
144.64,0.296134,0.466557,0.47215,0.286833,0.689779,0.511928,0.487054,0.957596,-0.995603,-0.998029,0.930507,3,0,1,0
144.938,0.300517,0.467079,0.471663,0.281108,0.68843,0.517693,0.323724,0.93464,-0.994637,-0.998486,0.962357,3,0,1,0
145.231,0.30373,0.461806,0.465944,0.282546,0.684913,0.537726,0.0135813,0.938389,-0.985623,-0.999243,0.994173,3,0,1,0
145.533,0.307246,0.457676,0.452437,0.284249,0.681416,0.532075,0.305016,0.902778,-0.996604,-0.999,0.990871,3,0,1,0
145.865,0.309356,0.44639,0.441221,0.283237,0.675951,0.539236,0.290591,0.887465,-0.995752,-0.998819,0.994842,3,0,1,0
146.125,0.312556,0.441147,0.434544,0.281833,0.671107,0.533242,0.537907,0.909298,-0.997778,-0.998006,0.988683,3,0,1,0
146.424,0.317328,0.435824,0.444176,0.282622,0.666185,0.546997,-0.211923,0.881434,-0.985997,-0.998821,0.998514,3,0,1,0
146.687,0.317706,0.430002,0.430702,0.28359,0.663197,0.554091,-0.419212,0.887108,-0.980124,-0.998828,0.998833,3,0,1,0
146.983,0.322267,0.423553,0.424568,0.286294,0.656969,0.555185,-0.634992,0.916569,-0.967764,-0.998668,0.999113,3,0,1,0
147.283,0.326171,0.413414,0.420099,0.28805,0.653681,0.549205,-0.724347,0.9278,-0.960579,-0.99848,0.999079,3,0,1,0
147.577,0.331422,0.402129,0.416243,0.287282,0.646248,0.537413,-0.699578,0.88155,-0.976685,-0.997816,0.998049,3,0,1,0
147.874,0.332057,0.390463,0.412372,0.289069,0.642878,0.531373,-0.843477,0.746872,-0.972694,-0.997423,0.996059,3,0,1,0
148.173,0.33695,0.378246,0.416839,0.291818,0.636563,0.532558,-0.939501,0.85713,-0.942935,-0.996806,0.991508,3,0,1,0
148.468,0.341698,0.366236,0.420589,0.288715,0.630598,0.520753,-0.933459,0.0965173,-0.990762,-0.997452,0.960259,3,0,1,0
148.765,0.345243,0.35522,0.424553,0.284814,0.621509,0.508478,-0.936542,-0.726233,-0.99735,-0.99868,0.889115,3,0,1,0
149.033,0.346739,0.34696,0.419858,0.284851,0.616993,0.496181,-0.932782,-0.796174,-0.998854,-0.998948,0.663535,3,0,1,0
149.327,0.347782,0.338007,0.42352,0.28493,0.60471,0.498171,-0.965713,-0.899886,-0.9989,-0.999322,0.650039,3,0,1,0
149.624,0.350005,0.328162,0.427148,0.282824,0.595827,0.493348,-0.958809,-0.930345,-0.999285,-0.999298,-0.243944,3,0,1,0
149.922,0.346919,0.32166,0.438934,0.282105,0.587705,0.481323,-0.902475,-0.960307,-0.999562,-0.998822,-0.953138,3,0,1,0
150.221,0.346011,0.320524,0.455338,0.279108,0.583149,0.461279,-0.338361,-0.957488,-0.999639,-0.992721,-0.999654,3,0,1,0
150.515,0.335333,0.315101,0.444229,0.282459,0.57668,0.477177,-0.936233,-0.956233,-0.999635,-0.999279,-0.906544,3,0,1,0
150.817,0.325774,0.317961,0.453439,0.282139,0.583143,0.46811,-0.847179,-0.924707,-0.999787,-0.999213,-0.960011,3,0,1,0
151.108,0.322294,0.318268,0.477434,0.283752,0.58537,0.453893,-0.018185,-0.181417,-0.999766,-0.987157,-0.999924,3,0,1,0
151.372,0.31227,0.317821,0.488047,0.283939,0.587072,0.446405,0.162359,0.56808,-0.999849,-0.991292,-0.999908,3,0,1,0
151.67,0.310581,0.325198,0.499804,0.287321,0.59506,0.45205,0.407729,0.874582,-0.999868,-0.985094,-0.999925,3,0,1,0
151.966,0.307611,0.33137,0.497344,0.291476,0.606686,0.456787,0.274613,0.968245,-0.999848,-0.989791,-0.999866,3,0,1,0
152.266,0.306484,0.339909,0.493313,0.295652,0.618225,0.461766,0.181444,0.990256,-0.999788,-0.992106,-0.999736,3,0,1,0
152.56,0.300533,0.34466,0.492609,0.299289,0.627844,0.460498,0.158198,0.991602,-0.999783,-0.995361,-0.99951,3,0,1,0
152.859,0.297032,0.348326,0.483655,0.299432,0.634209,0.466252,-0.128496,0.99145,-0.999674,-0.996666,-0.996995,3,0,1,0
153.154,0.295851,0.35609,0.488403,0.301319,0.643154,0.458146,0.385091,0.980407,-0.999776,-0.996593,-0.999347,3,0,1,0
153.452,0.291926,0.358344,0.49518,0.301173,0.649625,0.450195,0.641616,0.961665,-0.999831,-0.996988,-0.999536,3,0,1,0
153.747,0.29042,0.364297,0.485539,0.304607,0.657303,0.456655,0.751923,0.789562,-0.999849,-0.998498,-0.990577,3,0,1,0
154.016,0.285558,0.368186,0.484629,0.304499,0.661596,0.469822,0.159236,0.802394,-0.999746,-0.999306,0.859739,3,0,1,0
154.309,0.281375,0.376363,0.473621,0.307235,0.671651,0.482792,-0.47346,0.976336,-0.997342,-0.997953,0.995724,3,0,1,0
154.606,0.280242,0.377254,0.473812,0.302466,0.671496,0.468675,0.436455,0.854346,-0.999758,-0.999322,0.986341,3,0,1,0
154.903,0.283279,0.370926,0.476237,0.299319,0.663395,0.47639,-0.358708,0.888767,-0.999672,-0.99917,0.969753,3,0,1,0
155.199,0.289483,0.368027,0.490682,0.295843,0.660105,0.482951,0.289625,0.986147,-0.999458,-0.996768,-0.332677,3,0,1,0
155.499,0.291189,0.360715,0.479585,0.287971,0.652045,0.476336,0.0407449,0.916631,-0.99977,-0.998011,-0.846897,3,0,1,0
155.8,0.291189,0.360715,0.479585,0.287741,0.649857,0.484021,-0.204084,0.975288,-0.999462,-0.997489,0.181223,3,0,1,0
156.091,0.291542,0.363407,0.48534,0.291197,0.653406,0.476741,0.283334,0.968303,-0.999714,-0.997031,-0.966967,3,0,1,0
156.389,0.292849,0.362354,0.485991,0.288764,0.655411,0.476201,0.438834,0.952448,-0.999754,-0.996075,-0.99144,3,0,1,0
156.687,0.287436,0.363724,0.478473,0.28995,0.658545,0.489543,-0.421116,0.985954,-0.998218,-0.996778,0.967493,3,0,1,0
156.949,0.287583,0.371379,0.475208,0.291568,0.665497,0.488832,-0.29143,0.977926,-0.998378,-0.996995,0.958174,3,0,1,0
157.249,0.287583,0.371379,0.475208,0.290996,0.664103,0.48188,-0.137181,0.946502,-0.999604,-0.998542,0.78005,3,0,1,0
157.543,0.291929,0.364936,0.469424,0.286532,0.659356,0.468516,0.197117,0.582254,-0.999908,-0.998999,-0.806306,3,0,1,0
157.84,0.292314,0.359821,0.479378,0.282099,0.650499,0.483067,0.15169,0.943627,-0.999686,-0.996804,-0.859094,3,0,1,0
158.139,0.292119,0.35908,0.487307,0.282705,0.65194,0.489994,0.436228,0.97876,-0.999371,-0.99215,-0.957316,3,0,1,0
158.437,0.28875,0.362665,0.479129,0.281505,0.653079,0.489422,-0.0173261,0.968393,-0.999338,-0.99705,0.442393,3,0,1,0
158.702,0.286851,0.368078,0.4765,0.284923,0.660595,0.495462,-0.319371,0.975733,-0.995529,-0.995553,0.984567,3,0,1,0
158.999,0.285889,0.369761,0.468713,0.28693,0.663069,0.495353,-0.699641,0.937584,-0.994882,-0.998062,0.987245,3,0,1,0
159.292,0.28761,0.364489,0.470478,0.285325,0.656137,0.49612,-0.676461,0.945602,-0.992452,-0.997319,0.991613,3,0,1,0
159.59,0.291964,0.357109,0.473591,0.281295,0.646858,0.483827,-0.352887,0.889908,-0.99954,-0.997924,0.203096,3,0,1,0
159.887,0.296426,0.351781,0.490382,0.277086,0.635859,0.478111,0.396947,0.99165,-0.999656,-0.984688,-0.999639,3,0,1,0
160.187,0.301268,0.347913,0.491265,0.277678,0.633195,0.471718,0.430863,0.988386,-0.999676,-0.982674,-0.999767,3,0,1,0
160.483,0.301578,0.350623,0.496934,0.279957,0.633528,0.492638,0.551361,0.989184,-0.999547,-0.954325,-0.999609,3,0,1,0
160.783,0.298825,0.357578,0.486678,0.277448,0.643739,0.477118,0.573038,0.967849,-0.999733,-0.987038,-0.999556,3,0,1,0
161.042,0.298035,0.361157,0.492596,0.282519,0.650046,0.496995,0.593339,0.963233,-0.998956,-0.978639,-0.989696,3,0,1,0
161.339,0.293929,0.368304,0.490426,0.282732,0.656209,0.50254,0.0183078,0.942364,-0.983093,-0.98532,0.925921,3,0,1,0
161.637,0.289634,0.374606,0.465759,0.284137,0.6612,0.508646,-0.710235,0.730237,-0.920569,-0.998417,0.996253,3,0,1,0
161.932,0.290581,0.372897,0.473529,0.285547,0.662271,0.501766,-0.412599,0.931212,-0.972852,-0.995225,0.994771,3,0,1,0
162.233,0.291157,0.368527,0.475461,0.281928,0.652608,0.503252,-0.537683,0.912431,-0.946256,-0.992587,0.997027,3,0,1,0
162.526,0.298258,0.361907,0.484735,0.279741,0.644236,0.497352,0.258612,0.92328,-0.996636,-0.988495,-0.322805,3,0,1,0
162.922,0.303428,0.352986,0.495412,0.277381,0.633674,0.499147,0.603535,0.963076,-0.999182,-0.932534,-0.999653,3,0,1,0
163.22,0.303428,0.352986,0.495412,0.276339,0.636357,0.492182,0.615124,0.978392,-0.999602,-0.951877,-0.9997,3,0,1,0
163.483,0.302869,0.357288,0.493474,0.278947,0.640621,0.498124,0.638531,0.942975,-0.999267,-0.959331,-0.999251,3,0,1,0
163.783,0.296042,0.364616,0.476368,0.280173,0.643832,0.511053,-0.743341,0.730603,-0.605016,-0.991999,0.998986,3,0,1,0
164.077,0.293228,0.371737,0.466003,0.283541,0.651308,0.516835,-0.872455,0.744215,-0.420851,-0.997158,0.999273,3,0,1,0
164.408,0.293804,0.367349,0.467933,0.279914,0.646112,0.490327,-0.325853,0.936637,-0.998834,-0.997004,0.879132,3,0,1,0
164.671,0.296614,0.360263,0.478313,0.282376,0.635958,0.5056,-0.707439,0.80691,-0.793748,-0.992728,0.997985,3,0,1,0
164.969,0.302056,0.352028,0.481162,0.27856,0.628375,0.486627,0.368678,0.979562,-0.999401,-0.984686,-0.998001,3,0,1,0
165.266,0.303751,0.34681,0.482971,0.276233,0.617736,0.4887,0.360132,0.987722,-0.999174,-0.972123,-0.999515,3,0,1,0
165.562,0.305055,0.345762,0.483574,0.279251,0.617606,0.495399,0.224697,0.978042,-0.9964,-0.974772,-0.996278,3,0,1,0
165.86,0.297655,0.349559,0.468467,0.277949,0.626549,0.480386,-0.453865,0.826782,-0.99944,-0.997441,-0.548581,3,0,1,0
166.124,0.294206,0.354433,0.48202,0.277968,0.631034,0.492907,0.238164,0.965023,-0.998676,-0.992103,-0.949009,3,0,1,0
166.422,0.288987,0.355616,0.475405,0.279348,0.631727,0.486427,-0.250018,0.970542,-0.99921,-0.99696,-0.316187,3,0,1,0
166.717,0.285429,0.358471,0.475264,0.283158,0.634884,0.492996,-0.534315,0.978814,-0.996918,-0.996358,0.962046,3,0,1,0
167.017,0.282616,0.359833,0.481755,0.280306,0.637227,0.478429,0.084462,0.987871,-0.999666,-0.995883,-0.992523,3,0,1,0
167.317,0.284893,0.357154,0.490145,0.282135,0.633418,0.472666,0.132883,0.996203,-0.999661,-0.993608,-0.999113,3,0,1,0
167.608,0.28601,0.356269,0.48996,0.278897,0.632049,0.472292,0.188722,0.995873,-0.999679,-0.992839,-0.999342,3,0,1,0
167.905,0.284302,0.361469,0.488136,0.280306,0.637227,0.478429,0.227363,0.994366,-0.999667,-0.992924,-0.998755,3,0,1,0
168.202,0.281139,0.366963,0.493567,0.284328,0.642244,0.477988,0.237766,0.99603,-0.999626,-0.993533,-0.998286,3,0,1,0
168.466,0.28055,0.371283,0.491591,0.28553,0.645478,0.49123,0.254431,0.99597,-0.999341,-0.993636,-0.945785,3,0,1,0
168.767,0.27642,0.37844,0.489397,0.290352,0.654073,0.490192,-0.022458,0.994226,-0.999172,-0.997428,0.457062,3,0,1,0
169.06,0.275642,0.38297,0.48659,0.29319,0.660171,0.489436,-0.149073,0.991185,-0.999307,-0.99821,0.940012,3,0,1,0
169.357,0.276358,0.386259,0.485297,0.291965,0.661027,0.489444,-0.0665682,0.992551,-0.999373,-0.998117,0.92016,3,0,1,0
169.692,0.279513,0.380794,0.479808,0.286747,0.657196,0.489131,-0.0560139,0.992016,-0.999431,-0.997763,0.772334,3,0,1,0
169.952,0.28269,0.375295,0.47428,0.28512,0.649952,0.490528,-0.315605,0.990481,-0.998954,-0.997162,0.914999,3,0,1,0
170.25,0.288533,0.369694,0.482937,0.282509,0.645711,0.484455,0.338195,0.990504,-0.99961,-0.995382,-0.959902,3,0,1,0
170.55,0.288932,0.364587,0.492767,0.278923,0.636509,0.484998,0.438116,0.994419,-0.999701,-0.986224,-0.999119,3,0,1,0
170.808,0.290588,0.366199,0.49908,0.280925,0.639011,0.484753,0.495701,0.99563,-0.999706,-0.980903,-0.999065,3,0,1,0
171.106,0.285933,0.370849,0.490363,0.279288,0.644359,0.484028,0.476104,0.992583,-0.999684,-0.990219,-0.998427,3,0,1,0
171.404,0.284391,0.376888,0.480737,0.282519,0.650046,0.496995,-0.176859,0.991268,-0.995794,-0.993639,0.968925,3,0,1,0
171.698,0.283229,0.385632,0.476915,0.283921,0.655078,0.503099,-0.45908,0.984936,-0.97232,-0.993342,0.996062,3,0,1,0
172,0.284362,0.384743,0.476721,0.284543,0.652806,0.49628,-0.19048,0.993515,-0.995656,-0.993912,0.975723,3,0,1,0
172.3,0.284552,0.377713,0.472808,0.28433,0.646614,0.490662,-0.252495,0.991878,-0.998913,-0.996835,0.893253,3,0,1,0
172.627,0.291526,0.371207,0.481313,0.282744,0.639647,0.491601,0.160353,0.992252,-0.998866,-0.994418,-0.229971,3,0,1,0
172.89,0.297692,0.366247,0.48281,0.279178,0.630183,0.492887,0.416615,0.981765,-0.999123,-0.989298,-0.971162,3,0,1,0
173.152,0.297135,0.3628,0.484947,0.280206,0.627239,0.500468,0.0598741,0.932689,-0.992708,-0.989829,-0.334995,3,0,1,0
173.449,0.29526,0.368195,0.482362,0.279957,0.633528,0.492638,0.34482,0.986302,-0.999019,-0.991571,-0.901441,3,0,1,0
173.75,0.294134,0.369087,0.48257,0.281768,0.634184,0.499411,-0.183957,0.970213,-0.990717,-0.990915,0.901354,3,0,1,0
174.044,0.29077,0.372733,0.474467,0.281949,0.636021,0.492389,-0.14593,0.991442,-0.998247,-0.995082,0.850543,3,0,1,0
174.341,0.293026,0.370938,0.473986,0.282559,0.637796,0.498624,-0.460757,0.9817,-0.982563,-0.989938,0.993664,3,0,1,0
174.639,0.296042,0.364616,0.476368,0.28099,0.630851,0.499651,-0.43949,0.94358,-0.977568,-0.990198,0.989144,3,0,1,0
174.934,0.297747,0.35937,0.478154,0.281232,0.620101,0.495072,-0.0724155,0.960845,-0.995831,-0.994067,-0.0295982,3,0,1,0
175.233,0.301817,0.351323,0.489076,0.276073,0.611363,0.483431,0.359049,0.995806,-0.999572,-0.975843,-0.999663,3,0,1,0
175.534,0.305841,0.351056,0.495845,0.277713,0.60601,0.484223,0.39242,0.996491,-0.999574,-0.960208,-0.999694,3,0,1,0
175.792,0.304981,0.352654,0.488218,0.27727,0.610514,0.483314,0.370151,0.995477,-0.999539,-0.972202,-0.999706,3,0,1,0
